"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus","abund_value","abund_unit","lng","lat","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","paleolng","paleolat","geoplate","formation","stratgroup","member","stratscale","zone","localsection","localbed","localorder","regionalsection","regionalbed","regionalorder","stratcomments","environment","tectonic_setting","geology_comments"
"1186279","occ","","","152599","Zenaida","genus","161741","Pleistocene","","2.588","0.0117","15259","Chordata","Aves","Columbiformes","Columbidae","Zenaida","","","-78.483612","-0.185278","EC","","","","seconds","","","gp_mid","-78.22","-0.10","201","","","","","","","","","","","","","terrestrial indet.","",""
"1186280","occ","","","152599","Tyto alba","species","94500","Pleistocene","","2.588","0.0117","15259","Chordata","Aves","Strigiformes","Tytonidae","Tyto","","","-78.483612","-0.185278","EC","","","","seconds","","","gp_mid","-78.22","-0.10","201","","","","","","","","","","","","","terrestrial indet.","",""
"1196695","occ","","","71346","Syrigma sanctimartini","species","289764","Late Pleistocene","","0.126","0.0117","50354","Chordata","Aves","Ardeiformes","Ardeidae","Syrigma","","","-80.500000","-4.700000","PE","","","","1","","coast of Northwestern Peru","gp_mid","-80.50","-4.70","201","","","","","","","","","","","","","tar","","dated by faunal comparison"
"1196696","occ","","","71346","Theristicus wetmorei","species","289767","Late Pleistocene","","0.126","0.0117","50354","Chordata","Aves","Ciconiiformes","Threskiornithidae","Theristicus","","","-80.500000","-4.700000","PE","","","","1","","coast of Northwestern Peru","gp_mid","-80.50","-4.70","201","","","","","","","","","","","","","tar","","dated by faunal comparison"
"1196697","occ","","","71346","Eudocimus peruvianus","species","289768","Late Pleistocene","","0.126","0.0117","50354","Chordata","Aves","Ciconiiformes","Plataleidae","Eudocimus","","","-80.500000","-4.700000","PE","","","","1","","coast of Northwestern Peru","gp_mid","-80.50","-4.70","201","","","","","","","","","","","","","tar","","dated by faunal comparison"
"1196698","occ","","","71346","Milvago brodkorbi","species","289782","Late Pleistocene","","0.126","0.0117","50354","Chordata","Aves","Falconiformes","Falconidae","Milvago","","","-80.500000","-4.700000","PE","","","","1","","coast of Northwestern Peru","gp_mid","-80.50","-4.70","201","","","","","","","","","","","","","tar","","dated by faunal comparison"
"1196705","occ","","","71346","Caprimulgus piurensis","species","289797","Late Pleistocene","","0.126","0.0117","50354","Chordata","Aves","Caprimulgiformes","Caprimulgidae","Caprimulgus","","","-80.500000","-4.700000","PE","","","","1","","coast of Northwestern Peru","gp_mid","-80.50","-4.70","201","","","","","","","","","","","","","tar","","dated by faunal comparison"
"1196713","occ","","","71346","Miraquila terrestris","species","289779","Late Pleistocene","","0.126","0.0117","50354","Chordata","Aves","Falconiformes","Accipitridae","Miraquila","","","-80.500000","-4.700000","PE","","","","1","","coast of Northwestern Peru","gp_mid","-80.50","-4.70","201","","","","","","","","","","","","","tar","","dated by faunal comparison"
"1196714","occ","","","71346","Amplibuteo hibbardi","species","289749","Late Pleistocene","","0.126","0.0117","50354","Chordata","Aves","Falconiformes","Accipitridae","Amplibuteo","","","-80.500000","-4.700000","PE","","","","1","","coast of Northwestern Peru","gp_mid","-80.50","-4.70","201","","","","","","","","","","","","","tar","","dated by faunal comparison"
"1196716","occ","","","71346","Podiceps","genus","39553","Late Pleistocene","","0.126","0.0117","50354","Chordata","Aves","Podicipediformes","Podicipedidae","Podiceps","","","-80.500000","-4.700000","PE","","","","1","","coast of Northwestern Peru","gp_mid","-80.50","-4.70","201","","","","","","","","","","","","","tar","","dated by faunal comparison"
"1196717","occ","","","71346","Podilymbus podiceps","species","133770","Late Pleistocene","","0.126","0.0117","50354","Chordata","Aves","Podicipediformes","Podicipedidae","Podilymbus","","","-80.500000","-4.700000","PE","","","","1","","coast of Northwestern Peru","gp_mid","-80.50","-4.70","201","","","","","","","","","","","","","tar","","dated by faunal comparison"
"1196718","occ","","","71346","Phalacrocorax","genus","39689","Late Pleistocene","","0.126","0.0117","50354","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","","","-80.500000","-4.700000","PE","","","","1","","coast of Northwestern Peru","gp_mid","-80.50","-4.70","201","","","","","","","","","","","","","tar","","dated by faunal comparison"
"1196719","occ","","","71346","Phalacrocorax bougainvillii","species","90130","Late Pleistocene","","0.126","0.0117","50354","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","","","-80.500000","-4.700000","PE","","","","1","","coast of Northwestern Peru","gp_mid","-80.50","-4.70","201","","","","","","","","","","","","","tar","","dated by faunal comparison"
"1196720","occ","","","71346","Ardea","genus","39542","Late Pleistocene","","0.126","0.0117","50354","Chordata","Aves","Ardeiformes","Ardeidae","Ardea","","","-80.500000","-4.700000","PE","","","","1","","coast of Northwestern Peru","gp_mid","-80.50","-4.70","201","","","","","","","","","","","","","tar","","dated by faunal comparison"
"1196722","occ","","","71346","Egretta","genus","142800","Late Pleistocene","","0.126","0.0117","50354","Chordata","Aves","Ardeiformes","Ardeidae","Egretta","","","-80.500000","-4.700000","PE","","","","1","","coast of Northwestern Peru","gp_mid","-80.50","-4.70","201","","","","","","","","","","","","","tar","","dated by faunal comparison"
"1196723","occ","","","71346","Egretta","genus","142800","Late Pleistocene","","0.126","0.0117","50354","Chordata","Aves","Ardeiformes","Ardeidae","Egretta","","","-80.500000","-4.700000","PE","","","","1","","coast of Northwestern Peru","gp_mid","-80.50","-4.70","201","","","","","","","","","","","","","tar","","dated by faunal comparison"
"1196724","occ","","","71346","Nycticorax","genus","39548","Late Pleistocene","","0.126","0.0117","50354","Chordata","Aves","Ardeiformes","Ardeidae","Nycticorax","","","-80.500000","-4.700000","PE","","","","1","","coast of Northwestern Peru","gp_mid","-80.50","-4.70","201","","","","","","","","","","","","","tar","","dated by faunal comparison"
"1196725","occ","","","71346","Eudocimus","genus","39565","Late Pleistocene","","0.126","0.0117","50354","Chordata","Aves","Ciconiiformes","Plataleidae","Eudocimus","","","-80.500000","-4.700000","PE","","","","1","","coast of Northwestern Peru","gp_mid","-80.50","-4.70","201","","","","","","","","","","","","","tar","","dated by faunal comparison"
"1196726","occ","","","71346","Ajaia","genus","289978","Late Pleistocene","","0.126","0.0117","50354","Chordata","Aves","Ciconiiformes","Threskiornithidae","Ajaia","","","-80.500000","-4.700000","PE","","","","1","","coast of Northwestern Peru","gp_mid","-80.50","-4.70","201","","","","","","","","","","","","","tar","","dated by faunal comparison"
"1196727","occ","","","71346","Jabiru mycteria","species","289721","Late Pleistocene","","0.126","0.0117","50354","Chordata","Aves","Ciconiiformes","Ciconiidae","Jabiru","","","-80.500000","-4.700000","PE","","","","1","","coast of Northwestern Peru","gp_mid","-80.50","-4.70","201","","","","","","","","","","","","","tar","","dated by faunal comparison"
"1196728","occ","","","71346","Mycteria","genus","229491","Late Pleistocene","","0.126","0.0117","50354","Chordata","Aves","Ciconiiformes","Ciconiidae","Mycteria","","","-80.500000","-4.700000","PE","","","","1","","coast of Northwestern Peru","gp_mid","-80.50","-4.70","201","","","","","","","","","","","","","tar","","dated by faunal comparison"
"1196737","occ","","","71346","Geranoaetus","genus","105723","Late Pleistocene","","0.126","0.0117","50354","Chordata","Aves","Falconiformes","Accipitridae","Geranoaetus","","","-80.500000","-4.700000","PE","","","","1","","coast of Northwestern Peru","gp_mid","-80.50","-4.70","201","","","","","","","","","","","","","tar","","dated by faunal comparison"
"1196738","occ","","","71346","Buteo","genus","39325","Late Pleistocene","","0.126","0.0117","50354","Chordata","Aves","Falconiformes","Accipitridae","Buteo","","","-80.500000","-4.700000","PE","","","","1","","coast of Northwestern Peru","gp_mid","-80.50","-4.70","201","","","","","","","","","","","","","tar","","dated by faunal comparison"
"1196739","occ","","","71346","Buteo","genus","39325","Late Pleistocene","","0.126","0.0117","50354","Chordata","Aves","Falconiformes","Accipitridae","Buteo","","","-80.500000","-4.700000","PE","","","","1","","coast of Northwestern Peru","gp_mid","-80.50","-4.70","201","","","","","","","","","","","","","tar","","dated by faunal comparison"
"1196741","occ","","","71346","Falco","genus","39319","Late Pleistocene","","0.126","0.0117","50354","Chordata","Aves","Falconiformes","Falconidae","Falco","","","-80.500000","-4.700000","PE","","","","1","","coast of Northwestern Peru","gp_mid","-80.50","-4.70","201","","","","","","","","","","","","","tar","","dated by faunal comparison"
"1196742","occ","","","71346","Falco","genus","39319","Late Pleistocene","","0.126","0.0117","50354","Chordata","Aves","Falconiformes","Falconidae","Falco","","","-80.500000","-4.700000","PE","","","","1","","coast of Northwestern Peru","gp_mid","-80.50","-4.70","201","","","","","","","","","","","","","tar","","dated by faunal comparison"
"1196743","occ","","","71346","Falco sparverius","species","133779","Late Pleistocene","","0.126","0.0117","50354","Chordata","Aves","Falconiformes","Falconidae","Falco","","","-80.500000","-4.700000","PE","","","","1","","coast of Northwestern Peru","gp_mid","-80.50","-4.70","201","","","","","","","","","","","","","tar","","dated by faunal comparison"
"1196744","occ","","","71346","Falco","genus","39319","Late Pleistocene","","0.126","0.0117","50354","Chordata","Aves","Falconiformes","Falconidae","Falco","","","-80.500000","-4.700000","PE","","","","1","","coast of Northwestern Peru","gp_mid","-80.50","-4.70","201","","","","","","","","","","","","","tar","","dated by faunal comparison"
"1196745","occ","","","71346","Caracara plancus","species","289546","Late Pleistocene","","0.126","0.0117","50354","Chordata","Aves","Falconiformes","Falconidae","Caracara","","","-80.500000","-4.700000","PE","","","","1","","coast of Northwestern Peru","gp_mid","-80.50","-4.70","201","","","","","","","","","","","","","tar","","dated by faunal comparison"
"1196747","occ","","","71346","Porzana","genus","94495","Late Pleistocene","","0.126","0.0117","50354","Chordata","Aves","Ralliformes","Rallidae","Porzana","","","-80.500000","-4.700000","PE","","","","1","","coast of Northwestern Peru","gp_mid","-80.50","-4.70","201","","","","","","","","","","","","","tar","","dated by faunal comparison"
"1196771","occ","","","71346","Zenaida","genus","161741","Late Pleistocene","","0.126","0.0117","50354","Chordata","Aves","Columbiformes","Columbidae","Zenaida","","","-80.500000","-4.700000","PE","","","","1","","coast of Northwestern Peru","gp_mid","-80.50","-4.70","201","","","","","","","","","","","","","tar","","dated by faunal comparison"
"1196772","occ","","","71346","Zenaida","genus","161741","Late Pleistocene","","0.126","0.0117","50354","Chordata","Aves","Columbiformes","Columbidae","Zenaida","","","-80.500000","-4.700000","PE","","","","1","","coast of Northwestern Peru","gp_mid","-80.50","-4.70","201","","","","","","","","","","","","","tar","","dated by faunal comparison"
"1196773","occ","","","71346","Columbina","genus","289995","Late Pleistocene","","0.126","0.0117","50354","Chordata","Aves","Columbiformes","Columbidae","Columbina","","","-80.500000","-4.700000","PE","","","","1","","coast of Northwestern Peru","gp_mid","-80.50","-4.70","201","","","","","","","","","","","","","tar","","dated by faunal comparison"
"1196774","occ","","","71346","Columbina","genus","289995","Late Pleistocene","","0.126","0.0117","50354","Chordata","Aves","Columbiformes","Columbidae","Columbina","","","-80.500000","-4.700000","PE","","","","1","","coast of Northwestern Peru","gp_mid","-80.50","-4.70","201","","","","","","","","","","","","","tar","","dated by faunal comparison"
"1196776","occ","","","71346","Tyto alba","species","94500","Late Pleistocene","","0.126","0.0117","50354","Chordata","Aves","Strigiformes","Tytonidae","Tyto","","","-80.500000","-4.700000","PE","","","","1","","coast of Northwestern Peru","gp_mid","-80.50","-4.70","201","","","","","","","","","","","","","tar","","dated by faunal comparison"
"1196777","occ","","","71346","Bubo virginianus","species","161526","Late Pleistocene","","0.126","0.0117","50354","Chordata","Aves","Strigiformes","Strigidae","Bubo","","","-80.500000","-4.700000","PE","","","","1","","coast of Northwestern Peru","gp_mid","-80.50","-4.70","201","","","","","","","","","","","","","tar","","dated by faunal comparison"
"1196778","occ","","","71346","Speotyto cunicularia","species","289512","Late Pleistocene","","0.126","0.0117","50354","Chordata","Aves","Strigiformes","Strigidae","Speotyto","","","-80.500000","-4.700000","PE","","","","1","","coast of Northwestern Peru","gp_mid","-80.50","-4.70","201","","","","","","","","","","","","","tar","","dated by faunal comparison"
"1196779","occ","","","71346","Asio flammeus","species","161529","Late Pleistocene","","0.126","0.0117","50354","Chordata","Aves","Strigiformes","Strigidae","Asio","","","-80.500000","-4.700000","PE","","","","1","","coast of Northwestern Peru","gp_mid","-80.50","-4.70","201","","","","","","","","","","","","","tar","","dated by faunal comparison"
"1196799","occ","","","154780","Aegolius gradyi","species","289805","Late Pleistocene","","0.126","0.0117","50359","Chordata","Aves","Strigiformes","Strigidae","Aegolius","","","-64.714447","32.352501","BM","","Hamilton","stated in text","seconds","","","gp_mid","","","","","","","","","","","","","","","details published in Hearty, P. J., S. L. Olson, D. S. Kaufman, R. L. Edwards, & H. Cheng. 2004. Stratigraphy and geochronology of pitfall accumulations in caves and fissures, Bermuda. Quaternary Science Reviews 23(9–10):1151–1171.","fissure fill","",""
"1196800","occ","","","154781","Rallus recessus","species","289806","Late Pleistocene","","0.126","0.0117","50360","Chordata","Aves","Ralliformes","Rallidae","Rallus","","","-64.849998","32.320000","BM","","Hamilton","","2","","in Government Quarry; locality destroyed by mining operations","gp_mid","","","","","","","","","","","","","","","","fissure fill","",""
"1196801","occ","","","144649","Buteo lineatus","species","129164","Pleistocene","","2.588","0.0117","50361","Chordata","Aves","Falconiformes","Accipitridae","Buteo","","","-77.536110","25.009722","BS","New Providence Island","","based on nearby landmark","seconds","small collection","","gp_mid","","","","","","","bed","","","","","","","","","sinkhole","",""
"1198112","occ","","","144649","Buteo lineatus","species","129164","Pleistocene","","2.588","0.0117","50474","Chordata","Aves","Falconiformes","Accipitridae","Buteo","","","-77.536110","25.009722","BS","New Providence Island","","based on nearby landmark","seconds","small collection","","gp_mid","","","","","","","bed","","","","","","","","","sinkhole","",""
"1198113","occ","","","144649","Caracara creightoni","species","290140","Pleistocene","","2.588","0.0117","50474","Chordata","Aves","Falconiformes","Falconidae","Caracara","","","-77.536110","25.009722","BS","New Providence Island","","based on nearby landmark","seconds","small collection","","gp_mid","","","","","","","bed","","","","","","","","","sinkhole","",""
"1198115","occ","","","144649","Columba","genus","39354","Pleistocene","","2.588","0.0117","50474","Chordata","Aves","Columbiformes","Columbidae","Columba","","","-77.536110","25.009722","BS","New Providence Island","","based on nearby landmark","seconds","small collection","","gp_mid","","","","","","","bed","","","","","","","","","sinkhole","",""
"1198116","occ","","","144649","Columba","genus","39354","Pleistocene","","2.588","0.0117","50474","Chordata","Aves","Columbiformes","Columbidae","Columba","","","-77.536110","25.009722","BS","New Providence Island","","based on nearby landmark","seconds","small collection","","gp_mid","","","","","","","bed","","","","","","","","","sinkhole","",""
"1198117","occ","","","144649","Zenaida","genus","161741","Pleistocene","","2.588","0.0117","50474","Chordata","Aves","Columbiformes","Columbidae","Zenaida","","","-77.536110","25.009722","BS","New Providence Island","","based on nearby landmark","seconds","small collection","","gp_mid","","","","","","","bed","","","","","","","","","sinkhole","",""
"1198119","occ","","","144649","Tyto","genus","39409","Pleistocene","","2.588","0.0117","50474","Chordata","Aves","Strigiformes","Tytonidae","Tyto","","","-77.536110","25.009722","BS","New Providence Island","","based on nearby landmark","seconds","small collection","","gp_mid","","","","","","","bed","","","","","","","","","sinkhole","",""
"1198120","occ","","","144649","Tyto alba","species","94500","Pleistocene","","2.588","0.0117","50474","Chordata","Aves","Strigiformes","Tytonidae","Tyto","","","-77.536110","25.009722","BS","New Providence Island","","based on nearby landmark","seconds","small collection","","gp_mid","","","","","","","bed","","","","","","","","","sinkhole","",""
"1198121","occ","","","144649","Glaucidium dickinsoni","species","290142","Pleistocene","","2.588","0.0117","50474","Chordata","Aves","Strigiformes","Strigidae","Glaucidium","","","-77.536110","25.009722","BS","New Providence Island","","based on nearby landmark","seconds","small collection","","gp_mid","","","","","","","bed","","","","","","","","","sinkhole","",""
"1198122","occ","","","144649","Otus providentiae","species","290143","Pleistocene","","2.588","0.0117","50474","Chordata","Aves","Strigiformes","Strigidae","Otus","","","-77.536110","25.009722","BS","New Providence Island","","based on nearby landmark","seconds","small collection","","gp_mid","","","","","","","bed","","","","","","","","","sinkhole","",""
"1198123","occ","","","144649","Bathoceleus hyphalus","species","290145","Pleistocene","","2.588","0.0117","50474","Chordata","Aves","Piciformes","Picidae","Bathoceleus","","","-77.536110","25.009722","BS","New Providence Island","","based on nearby landmark","seconds","small collection","","gp_mid","","","","","","","bed","","","","","","","","","sinkhole","",""
"1198124","occ","","","144649","Melanerpes","genus","129810","Pleistocene","","2.588","0.0117","50474","Chordata","Aves","Piciformes","Picidae","Melanerpes","","","-77.536110","25.009722","BS","New Providence Island","","based on nearby landmark","seconds","small collection","","gp_mid","","","","","","","bed","","","","","","","","","sinkhole","",""
"1198125","occ","","","144649","Corvus wetmorei","species","290146","Pleistocene","","2.588","0.0117","50474","Chordata","Aves","Passeriformes","Corvidae","Corvus","","","-77.536110","25.009722","BS","New Providence Island","","based on nearby landmark","seconds","small collection","","gp_mid","","","","","","","bed","","","","","","","","","sinkhole","",""
"1199271","occ","","","155059","Puffinus lherminieri","species","83375","Late Pleistocene","Holocene","0.126","0","50557","Chordata","Aves","Procellariiformes","Procellariidae","Puffinus","","","-59.441944","13.165000","BB","","St. Philip","estimated from map","seconds","","","gp_mid","-59.44","13.17","234","","","","","","","","","","","","","","",""
"1199275","occ","","","155059","Buteo jamaicensis","species","129161","Late Pleistocene","Holocene","0.126","0","50557","Chordata","Aves","Falconiformes","Accipitridae","Buteo","","","-59.441944","13.165000","BB","","St. Philip","estimated from map","seconds","","","gp_mid","-59.44","13.17","234","","","","","","","","","","","","","","",""
"1199276","occ","","","155059","Fulica podagrica","species","290689","Late Pleistocene","Holocene","0.126","0","50557","Chordata","Aves","Ralliformes","Rallidae","Fulica","","","-59.441944","13.165000","BB","","St. Philip","estimated from map","seconds","","","gp_mid","-59.44","13.17","234","","","","","","","","","","","","","","",""
"1232000","occ","","","162173","Phalacrocorax","genus","39689","Holocene","","0.0117","0","52810","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","","","-65.004723","-42.702221","AR","","","stated in text","seconds","","","gp_mid","-65.00","-42.70","291","","","","","","","","","","","","","marine indet.","",""
"1234808","occ","","","162545","Fulmarus glacialis","species","335291","Holocene","","0.0117","0","52940","Chordata","Aves","Procellariiformes","Procellariidae","Fulmarus","","","-14.765556","81.558609","GL","","","estimated from map","seconds","","","gp_mid","-14.77","81.56","102","","","","","","","","","","","","","marine indet.","",""
"1259305","occ","","","46084","Sula","genus","36639","Messinian","","7.246","5.333","54566","Chordata","Aves","Pelecaniformes","Sulidae","Sula","7","specimens","-74.746391","-15.576944","PE","","","estimated from map","seconds","","coordinates estimated from map in Marocco and de Muizon (1988)","gp_mid","-73.20","-15.20","201","Pisco","","","group of beds","","Pisco","MTM","no particular order","","","","4.5-6 Ma (Stucchi & Urbina, 2004); 7.3 - 7.0 Ma (Ehret et al 2012)","paralic indet.","","""a littoral paleoenviroment with protected beaches and reefs exposed to marine sediments"" (Stucchi and Emslie 2005), high sedimentation rate, shallow-to-deep shelf, upwelling"
"1259306","occ","","","45485","Sula","genus","36639","Tortonian","","11.62","7.246","54566","Chordata","Aves","Pelecaniformes","Sulidae","Sula","1","specimens","-74.781944","-15.482778","PE","","","estimated from map","seconds","local area","Coordinates estimated from map in Marocco and de Muizon (1988)","gp_mid","-72.57","-14.90","201","Pisco","","","bed","","Pisco","AGL","no particular order","","","","7-8.8 Ma (Stucchi & Urbina, 2004), Huayquerian, ca. 8 Ma (Muizon & DeVries, 1985), between 7.3 and 7.46 (Ehret et al 2012).\r\n\r\nThe Pisco Formation at Agua de Lomas has been dated to 8.0–7.0 Ma based on K-Ar dating [74, 75]. (Marx & Fordyce, 2015).","foreshore","","AGL horizon, shore environment containing protected beaches and reefs. The protected beaches and reefs are exposed to marine currents. There is a high sedimentation rate, with a shallow-to-deep shelf and upwelling."
"1259307","occ","","","46084","Sula magna","species","316534","Messinian","","7.246","5.333","54566","Chordata","Aves","Pelecaniformes","Sulidae","Sula","1","specimens","-74.746391","-15.576944","PE","","","estimated from map","seconds","","coordinates estimated from map in Marocco and de Muizon (1988)","gp_mid","-73.20","-15.20","201","Pisco","","","group of beds","","Pisco","MTM","no particular order","","","","4.5-6 Ma (Stucchi & Urbina, 2004); 7.3 - 7.0 Ma (Ehret et al 2012)","paralic indet.","","""a littoral paleoenviroment with protected beaches and reefs exposed to marine sediments"" (Stucchi and Emslie 2005), high sedimentation rate, shallow-to-deep shelf, upwelling"
"1259308","occ","","","46084","Sula sulita","species","316535","Messinian","","7.246","5.333","54566","Chordata","Aves","Pelecaniformes","Sulidae","Sula","1","specimens","-74.746391","-15.576944","PE","","","estimated from map","seconds","","coordinates estimated from map in Marocco and de Muizon (1988)","gp_mid","-73.20","-15.20","201","Pisco","","","group of beds","","Pisco","MTM","no particular order","","","","4.5-6 Ma (Stucchi & Urbina, 2004); 7.3 - 7.0 Ma (Ehret et al 2012)","paralic indet.","","""a littoral paleoenviroment with protected beaches and reefs exposed to marine sediments"" (Stucchi and Emslie 2005), high sedimentation rate, shallow-to-deep shelf, upwelling"
"1259309","occ","","","45486","Sula","genus","36639","Tortonian","","11.62","7.246","54566","Chordata","Aves","Pelecaniformes","Sulidae","Sula","","","-74.871994","-15.441929","PE","","","estimated from map","6","","Coordinates estimated from map in Marocco and de Muizon (1988)","gp_mid","-72.66","-14.86","201","Pisco","","","bed","","Pisco","ELJ","no particular order","","","","9.95-7.5 Ma (Muizon and Bellon 1986: 39394); 9-9.5 Ma (Stucchi & Urbina, 2004); older than 8.8 (Ehret et al 2012)","shoreface","","EJL horizon. There is a high sedimentation rate, with shallow-to-deep shelf, and upwelling."
"1259310","occ","","","46084","Morus peruvianus","species","316536","Messinian","","7.246","5.333","54566","Chordata","Aves","Pelecaniformes","Sulidae","Morus","1","specimens","-74.746391","-15.576944","PE","","","estimated from map","seconds","","coordinates estimated from map in Marocco and de Muizon (1988)","gp_mid","-73.20","-15.20","201","Pisco","","","group of beds","","Pisco","MTM","no particular order","","","","4.5-6 Ma (Stucchi & Urbina, 2004); 7.3 - 7.0 Ma (Ehret et al 2012)","paralic indet.","","""a littoral paleoenviroment with protected beaches and reefs exposed to marine sediments"" (Stucchi and Emslie 2005), high sedimentation rate, shallow-to-deep shelf, upwelling"
"1289476","occ","","","172172","Pelecaniformes","order","36634","Tortonian","","11.62","7.246","55908","Chordata","Aves","Pelecaniformes","","","","","-75.548759","-14.570563","PE","Ica","","estimated from map","6","","locality within the Ocucaje area (Ica, Peru). Laguna Seca (LAG) is located about 30 km south- east of the Ocucaje district, on the east margin of the Ica River","gp_mid","-73.31","-13.98","201","","","","","","","","","","","","The lower marine sediments at LAG have yielded a diverse marine faunal assemblage including sharks, manta rays (Mylio- batis sp.) seabirds (penguins, Pelecaniformes indet.), cetaceans, phocid seals, and mollusks. The lamniform sharks Isurus hastalis and Carcharocles megalodon that are present occur elsewhere in upper Miocene beds (Ehret et al., 2012). Similarly, the pontoporiid dolphin Brachydelphis jahuayensis (MUSM 2425) is else- where restricted to the El Jahuay level (9.95 Ma; Muizon and Bellon, 1986; Lambert and Muizon, 2013). In addition, an inde- terminate penguin species (MUSM 2424; Spheniscus sp. 3; see Stucchi, 2007) also occurs in El Jahuay, Aguada de Lomas, and Montemar localities (9.95 Ma–7.30 Ma; Ehret et al., 2012). Fur- thermore, the phocid seal material (MUSM 2251) represents an undescribed Acrophoca-like species. Moreover, the presence of the mollusk Chione suggests that the deposit is at least 10 Ma, because it is identified elsewhere in 14–10 Ma deposits (DeVries, pers. comm., October 2010). Collectively, these fossil occurrences point to at least late Miocene age, but we could not exclude an older age. According to this, a correlation with the El Jahuay level (9.95 Ma, Tortonian) in the Sacaco area (Peru) is possible. Further investigation regarding the geology and geo- chronology of the locality is ongoing.","marine indet.","",""
"1309837","occ","","","38879","Psilopteridae","family","134480","Middle Eocene","Late Eocene","48.6","33.9","57566","Chordata","Aves","Gruiformes","Psilopteridae","","2","specimens","-69.782501","-44.346943","AR","Chubut","Tehuelches","stated in text","seconds","outcrop","Coordinates stated in Acosta Hospitaleche & Tambussi (2005)","gp_mid","-61.64","-45.03","291","Sarmiento","","","group of beds","Mustersan","","","","","","","Mustersan SALMA - Middle to Late Eocene according to Woodburne et al. (2014)","terrestrial indet.","",""
"1315065","occ","","","176466","Andrewsornis","genus","39464","Deseadan","","29","21","58076","Chordata","Aves","Gruiformes","Phorusrhacidae","Andrewsornis","","","-69.700836","-36.553612","AR","Mendoza","Malargüe","","seconds","outcrop","","gp_mid","-64.38","-36.17","291","Agua de la Piedra","Malargüe","","","","","","","","","","","terrestrial indet.","",""
"1315069","occ","","","176470","Phorusrhacidae","family","39461","Deseadan","","29","21","58080","Chordata","Aves","Gruiformes","Phorusrhacidae","","1","specimens","-71.030281","-17.233610","PE","Moquegua","","estimated from map","seconds","outcrop","","gp_mid","-64.47","-16.82","201","Upper Moquegua","","","","","","","","","","","","terrestrial indet.","",""
"1315176","occ","","","176488","Devincenzia gallinali","species","181150","Deseadan","","29","21","58093","Chordata","Aves","Gruiformes","Phorusrhacidae","Devincenzia","","","-56.183334","-34.383331","UY","Canelones","","estimated from map","minutes","basin","General locality for specimens from the Santa Lucía Basin. Includes modern-day localities of Paso del Cuello, Picada Berget, and Rancho Verde.","gp_mid","-50.73","-34.69","202","Fray Bentos","","","formation","Deseadan","","","","","","","","fluvial indet.","","In fluvial sediments deposited in the Santa Lucia Basin"
"1315674","occ","","","176597","Brontornis burmeisteri","species","53587","Santacrucian","","17.5","16.3","58178","Chordata","Aves","Gruiformes","Brontornithidae","Brontornis","2","specimens","-72.369720","-50.229721","AR","Santa Cruz","","based on nearby landmark","seconds","local area","""This probably includes different localities in proximity to Lago Argentino, such as Karaiken, Río Bandurrias (it may correspond to Arroyo de las Bandurrias), Estancia Quien Sabe and Estancia 25 de Mayo.""","gp_mid","-70.00","-49.48","291","Santa Cruz","","","formation","","","","","","","","","terrestrial indet.","",""
"1315677","occ","","","27313","Protibis","genus","336907","Middle Miocene","","15.97","11.608","58178","Chordata","Aves","Ciconiiformes","Threskiornithidae","Protibis","1","specimens","-70.000000","-50.000000","AR","Santa Cruz","","estimated from map","degrees","","","gp_mid","-68.30","-49.33","291","Santa Cruz","","","","","","","","","","","","terrestrial indet.","",""
"1315678","occ","","","176598","Psilopterus bachmanni","species","146061","Santacrucian","","17.5","16.3","58178","Chordata","Aves","Gruiformes","Psilopteridae","Psilopterus","1","specimens","-71.883331","-47.500000","AR","Santa Cruz","","stated in text","minutes","local area","""Impressive steep exposures on top of a plateau.""","gp_mid","-69.30","-46.78","291","Santa Cruz","","","formation","","","","","","","","","terrestrial indet.","",""
"1315679","occ","","","176589","Psilopterus lemoinei","species","146060","Santacrucian","","17.5","16.3","58178","Chordata","Aves","Gruiformes","Psilopteridae","Psilopterus","1","specimens","-69.233330","-51.583332","AR","Santa Cruz","","stated in text","minutes","local area","""Exposures on the north bank of the Río Gallegos.""","gp_mid","-67.04","-50.95","291","Santa Cruz","","","formation","","","","","","","","","terrestrial indet.","",""
"1315680","occ","","","176578","Psilopterus lemoinei","species","146060","Santacrucian","","17.5","16.3","58178","Chordata","Aves","Gruiformes","Psilopteridae","Psilopterus","1","specimens","-69.133331","-51.049999","AR","Santa Cruz","","stated in text","minutes","local area","","gp_mid","-66.89","-50.42","291","Santa Cruz","","","formation","","","","","","","","","terrestrial indet.","",""
"1315681","occ","","","176565","Badiostes patagonicus","species","53649","Santacrucian","","17.5","16.3","58178","Chordata","Aves","Falconiformes","Falconidae","Badiostes","1","specimens","-68.949997","-50.349998","AR","Santa Cruz","","stated in text","minutes","local area","Ameghino locality, exact location unknown.","gp_mid","-66.65","-49.73","291","Santa Cruz","","","formation","","","","","","","","","terrestrial indet.","",""
