"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus","abund_value","abund_unit","lng","lat","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","paleolng","paleolat","geoplate","formation","stratgroup","member","stratscale","zone","localsection","localbed","localorder","regionalsection","regionalbed","regionalorder","stratcomments","environment","tectonic_setting","geology_comments"
"654921","occ","","","70705","Rallidae","family","39513","Holocene","","0.0117","0","19694","Chordata","Aves","Ralliformes","Rallidae","","","","-63.066666","-20.750000","BO","Chuquisaca","","based on nearby landmark","seconds","","Between Carandaiti and Capiranda","gp_mid","-63.07","-20.75","201","Nuapua","","middle","","","","","","","","","","terrestrial indet.","",""
"654925","occ","","","70705","Columbidae","family","39353","Holocene","","0.0117","0","19694","Chordata","Aves","Columbiformes","Columbidae","","","","-63.066666","-20.750000","BO","Chuquisaca","","based on nearby landmark","seconds","","Between Carandaiti and Capiranda","gp_mid","-63.07","-20.75","201","Nuapua","","middle","","","","","","","","","","terrestrial indet.","",""
"654926","occ","","","70705","Falconidae","family","39317","Holocene","","0.0117","0","19694","Chordata","Aves","Falconiformes","Falconidae","","","","-63.066666","-20.750000","BO","Chuquisaca","","based on nearby landmark","seconds","","Between Carandaiti and Capiranda","gp_mid","-63.07","-20.75","201","Nuapua","","middle","","","","","","","","","","terrestrial indet.","",""
"654927","occ","","","70705","Coccyzus","genus","289513","Holocene","","0.0117","0","19694","Chordata","Aves","Cuculiformes","Cuculidae","Coccyzus","","","-63.066666","-20.750000","BO","Chuquisaca","","based on nearby landmark","seconds","","Between Carandaiti and Capiranda","gp_mid","-63.07","-20.75","201","Nuapua","","middle","","","","","","","","","","terrestrial indet.","",""
"654929","occ","","","70705","Passeriformes","order","39441","Holocene","","0.0117","0","19694","Chordata","Aves","Passeriformes","","","","","-63.066666","-20.750000","BO","Chuquisaca","","based on nearby landmark","seconds","","Between Carandaiti and Capiranda","gp_mid","-63.07","-20.75","201","Nuapua","","middle","","","","","","","","","","terrestrial indet.","",""
"662052","occ","","","71328","Falco","genus","39319","Holocene","","0.0117","0","24000","Chordata","Aves","Falconiformes","Falconidae","Falco","","","-77.716667","-9.200000","PE","","","based on nearby landmark","minutes","","in Callejon de Huaylas, bounded by two mountains, on valley floor","gp_mid","-77.72","-9.20","201","","","","","","","","","","","","C14","cave","",""
"692529","occ","","","74644","Cruschedula revola","species","105823","Oligocene","","33.9","23.03","25128","Chordata","Aves","Pelecaniformes","Cladornithidae","Cruschedula","","","-67.584167","-46.209721","AR","","","estimated from map","seconds","","Site is poorly located. Only information is ""Gulf of San Jorge""","gp_mid","-62.46","-46.09","291","Deseado","","","","","","","","","","","","terrestrial indet.","",""
"692530","occ","","","74644","Cladornis pachypus","species","53633","Oligocene","","33.9","23.03","25128","Chordata","Aves","Pelecaniformes","Cladornithidae","Cladornis","","","-67.584167","-46.209721","AR","","","estimated from map","seconds","","Site is poorly located. Only information is ""Gulf of San Jorge""","gp_mid","-62.46","-46.09","291","Deseado","","","","","","","","","","","","terrestrial indet.","",""
"692551","occ","","","74646","Kelenken guillermoi","species","105906","Colloncuran","","15.5","13.8","25131","Chordata","Aves","Gruiformes","Phorusrhacidae","Kelenken","","","-70.258331","-41.033054","AR","Río Negro","","stated in text","seconds","small collection","""at the southeastern corner of Comallo (41º 01' 59.4"" S, 70º 15' 29"" W; approximately 100 meters from the railroad)""","gp_mid","-67.74","-40.37","291","Collón Curá","","","bed","","","","","","","","""outcrops probably belonging to the pyroclastic Collón Curá Formation... Conlloncuran SALMA... middle Miocene""","terrestrial indet.","",""
"754353","occ","","","79180","Psilopterus colzecus","species","181128","Late Miocene","","11.608","5.333","27152","Chordata","Aves","Gruiformes","Psilopteridae","Psilopterus","","","-62.983334","-38.616669","AR","Buenos Aires","","estimated from map","minutes","local area","Several areas along the Arroyo Chasicó, directly east of Laguna Chasicó.","gp_mid","-61.37","-38.34","202","Arroyo Chasicó","","","formation","","","","","","","","","terrestrial indet.","",""
"769454","occ","","","82260","Puffinus lherminieri","species","83375","Holocene","","0.0117","0","27720","Chordata","Aves","Procellariiformes","Procellariidae","Puffinus","","","-64.724442","32.340279","BM","","","estimated from map","seconds","","","gp_mid","","","","","","","","","","","","","","","","marine indet.","",""
"769455","occ","","","82260","Pterodroma cahow","species","129861","Holocene","","0.0117","0","27720","Chordata","Aves","Procellariiformes","Procellariidae","Pterodroma","","","-64.724442","32.340279","BM","","","estimated from map","seconds","","","gp_mid","","","","","","","","","","","","","","","","marine indet.","",""
"769456","occ","","","82260","Phaethon lepturus","species","129864","Holocene","","0.0117","0","27720","Chordata","Aves","Pelecaniformes","Phaethontidae","Phaethon","","","-64.724442","32.340279","BM","","","estimated from map","seconds","","","gp_mid","","","","","","","","","","","","","","","","marine indet.","",""
"788011","occ","","","85116","Leptoptilos patagonicus","species","136811","Late Miocene","","11.608","5.333","28618","Chordata","Aves","Ciconiiformes","Ciconiidae","Leptoptilos","","","-64.349998","-42.233334","AR","Chubut","","based on nearby landmark","minutes","small collection","""Punta Buenos Aires, Península Valdés"" (coordinate based on Punta Buenos Aires)","gp_mid","-62.84","-41.94","291","San Madryn","","","bed","","","","","","","","","coastal indet.","","""a transition [zone?] from offshore to littoral environment"""
"788528","occ","","","85172","Taubatornis campbelli","species","137168","Late Oligocene","Early Miocene","28.4","15.97","28662","Chordata","Aves","Falconiformes","Teratornithidae","Taubatornis","","","-45.533333","-22.500000","BR","São Paulo","","stated in text","minutes","small collection","""from a quarry... 2 km NE of Tremembé, Santa Fe Farm""","gp_mid","-40.16","-23.09","201","Tremembé","","","group of beds","","","","","","","","""about 4 m below the most superficial level of shales... late Oligocene or early Miocene""","lacustrine indet.","","""lake deposits"""
"788625","occ","","","85201","Hoazinoides magdalenae","species","137212","Late Miocene","","11.608","5.333","28674","Chordata","Aves","Opisthocomiformes","Opisthocomidae","Hoazinoides","","","-75.183334","3.266667","CO","Huila","","based on nearby landmark","minutes","small collection","""adjacent to the Villavieja-San Alfonso trail, several meters beyond the house called La Venta, Huila"" (coordinate based on Loma La Venta)","gp_mid","-72.73","3.74","201","","","","group of beds","","","","","","","","""Approximately 8 meters of gray clays overlying concretionary mudstone which rests on conglomerates so conspicuously exposed in the middle of the Villavieja-Cerro Gordo section... Late Miocene""","terrestrial indet.","",""
"801753","occ","","","87198","Argentavis magnificens","species","137174","Huayquerian","","9","6.8","29353","Chordata","Aves","Falconiformes","Teratornithidae","Argentavis","","","-63.549999","-37.216667","AR","La Pampa","","based on nearby landmark","minutes","","coordinate based on Salinas Grandes, which is very close to Hidalgo","gp_mid","-61.89","-36.93","202","Epecuén","","","","","","","","","","","","terrestrial indet.","",""
"801802","occ","","","87200","Argentavis magnificens","species","137174","Huayquerian","","9","6.8","29353","Chordata","Aves","Falconiformes","Teratornithidae","Argentavis","","","-62.733334","-37.183334","AR","Buenos Aires","","based on nearby landmark","minutes","","coordinate based on Carhué","gp_mid","-61.08","-36.91","202","Epecuén","","","","","","","","","","","","terrestrial indet.","",""
"801803","occ","","","87201","Argentavis magnificens","species","137174","Huayquerian","","9","6.8","29353","Chordata","Aves","Falconiformes","Teratornithidae","Argentavis","","","-66.033333","-26.683332","AR","Catamarca","","based on nearby landmark","minutes","","coordinate based on Santa María","gp_mid","-64.12","-26.36","291","Andalhualá","","","","","","","","","","","","terrestrial indet.","",""
"810646","occ","","","71303","Phalacrocorax brasilianus","species","53349","Lujanian","","0.781","0.012","29788","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","","","-57.125000","-34.066666","AR","Buenos Aires","","","minutes","","Pampean Region","gp_mid","-57.13","-34.07","202","Lujan","","Guerrero","","","","","","","","","other age:Late Pleistocene","terrestrial indet.","",""
"810647","occ","","","27313","Patagornis marshi","species","53566","Middle Miocene","","15.97","11.608","29788","Chordata","Aves","Gruiformes","Phorusrhacidae","Patagornis","","","-70.000000","-50.000000","AR","Santa Cruz","","estimated from map","degrees","","","gp_mid","-68.30","-49.33","291","Santa Cruz","","","","","","","","","","","","terrestrial indet.","",""
"810648","occ","","","13503","Palaeociconia australis","species","146055","Montehermosan","","6.8","4","29788","Chordata","Aves","Gruiformes","Phorusrhacidae","Mesembriornis","","","-61.000000","-38.000000","AR","Buenos Aires","","based on political unit","degrees","local area","Monte Hermoso Cliffs, Partido de Coronel Dorrego, Buenos Aires, Argentina\n","gp_mid","-60.09","-37.82","202","Monte Hermoso","","","member","","","","","","","","Marine cliffs","terrestrial indet.","",""
"810649","occ","","","88834","Brontornis burmeisteri","species","53587","Middle Miocene","","15.97","11.608","29788","Chordata","Aves","Gruiformes","Brontornithidae","Brontornis","","","-73.400002","-50.099998","AR","Santa Cruz","","estimated from map","1","","","gp_mid","-71.65","-49.33","291","","","","","","","","","","","","","terrestrial indet.","",""
"810650","occ","","","27313","Brontornis burmeisteri","species","53587","Middle Miocene","","15.97","11.608","29788","Chordata","Aves","Gruiformes","Brontornithidae","Brontornis","","","-70.000000","-50.000000","AR","Santa Cruz","","estimated from map","degrees","","","gp_mid","-68.30","-49.33","291","Santa Cruz","","","","","","","","","","","","terrestrial indet.","",""
"810651","occ","","","66154","Brontornis burmeisteri","species","53587","Early Miocene","","23.03","15.97","29788","Chordata","Aves","Gruiformes","Brontornithidae","Brontornis","","","-68.916664","-50.233334","AR","","","based on nearby landmark","seconds","outcrop","SPECIFIC LOCATION: Monte Leon, near Puerto Entrada, Santa Cruz Province, Argentina. LAT/LONG: estimated based on Monte Leon.","gp_mid","-65.97","-49.64","291","Monte Leon","","","group of beds","","","","","","","","STRATIGRAPHIC RELATIONS: From Monte Leon Fm, which is unconformably overlain by the Santa Cruz Fm (Late Miocene) and unconformably overlies the San Julian Fm (Early Oligocene). AGE: Stated in text to be Oligocene in age. Recent chronostratigraphic revision by Del Rio (2004) places the Monte Leon Fm in the Early Miocene. STRATIGRAPHIC POSITION: Upper levels of the Monte Leon Fm.","marine indet.","","ENVIRONMENT: No environmental data reported in text, assumed to be shelfal, but not shallow water. From transgressive unit."
"810652","occ","","","27313","Phorusrhacos longissimus","species","53570","Middle Miocene","","15.97","11.608","29788","Chordata","Aves","Gruiformes","Phorusrhacidae","Phorusrhacos","","","-70.000000","-50.000000","AR","Santa Cruz","","estimated from map","degrees","","","gp_mid","-68.30","-49.33","291","Santa Cruz","","","","","","","","","","","","terrestrial indet.","",""
"810653","occ","","","27313","Phorusrhacos longissimus","species","53570","Middle Miocene","","15.97","11.608","29788","Chordata","Aves","Gruiformes","Phorusrhacidae","Phorusrhacos","","","-70.000000","-50.000000","AR","Santa Cruz","","estimated from map","degrees","","","gp_mid","-68.30","-49.33","291","Santa Cruz","","","","","","","","","","","","terrestrial indet.","",""
"810654","occ","","","66154","Phorusrhacos longissimus","species","53570","Early Miocene","","23.03","15.97","29788","Chordata","Aves","Gruiformes","Phorusrhacidae","Phorusrhacos","","","-68.916664","-50.233334","AR","","","based on nearby landmark","seconds","outcrop","SPECIFIC LOCATION: Monte Leon, near Puerto Entrada, Santa Cruz Province, Argentina. LAT/LONG: estimated based on Monte Leon.","gp_mid","-65.97","-49.64","291","Monte Leon","","","group of beds","","","","","","","","STRATIGRAPHIC RELATIONS: From Monte Leon Fm, which is unconformably overlain by the Santa Cruz Fm (Late Miocene) and unconformably overlies the San Julian Fm (Early Oligocene). AGE: Stated in text to be Oligocene in age. Recent chronostratigraphic revision by Del Rio (2004) places the Monte Leon Fm in the Early Miocene. STRATIGRAPHIC POSITION: Upper levels of the Monte Leon Fm.","marine indet.","","ENVIRONMENT: No environmental data reported in text, assumed to be shelfal, but not shallow water. From transgressive unit."
"810655","occ","","","66154","Phorusrhacos longissimus","species","53570","Early Miocene","","23.03","15.97","29788","Chordata","Aves","Gruiformes","Phorusrhacidae","Phorusrhacos","","","-68.916664","-50.233334","AR","","","based on nearby landmark","seconds","outcrop","SPECIFIC LOCATION: Monte Leon, near Puerto Entrada, Santa Cruz Province, Argentina. LAT/LONG: estimated based on Monte Leon.","gp_mid","-65.97","-49.64","291","Monte Leon","","","group of beds","","","","","","","","STRATIGRAPHIC RELATIONS: From Monte Leon Fm, which is unconformably overlain by the Santa Cruz Fm (Late Miocene) and unconformably overlies the San Julian Fm (Early Oligocene). AGE: Stated in text to be Oligocene in age. Recent chronostratigraphic revision by Del Rio (2004) places the Monte Leon Fm in the Early Miocene. STRATIGRAPHIC POSITION: Upper levels of the Monte Leon Fm.","marine indet.","","ENVIRONMENT: No environmental data reported in text, assumed to be shelfal, but not shallow water. From transgressive unit."
"810656","occ","","","27313","Phorusrhacos longissimus","species","53570","Middle Miocene","","15.97","11.608","29788","Chordata","Aves","Gruiformes","Phorusrhacidae","Phorusrhacos","","","-70.000000","-50.000000","AR","Santa Cruz","","estimated from map","degrees","","","gp_mid","-68.30","-49.33","291","Santa Cruz","","","","","","","","","","","","terrestrial indet.","",""
"810657","occ","","","13503","Mesembriornis milneedwardsi","species","146059","Montehermosan","","6.8","4","29788","Chordata","Aves","Gruiformes","Phorusrhacidae","Mesembriornis","","","-61.000000","-38.000000","AR","Buenos Aires","","based on political unit","degrees","local area","Monte Hermoso Cliffs, Partido de Coronel Dorrego, Buenos Aires, Argentina\n","gp_mid","-60.09","-37.82","202","Monte Hermoso","","","member","","","","","","","","Marine cliffs","terrestrial indet.","",""
"810658","occ","","","27313","Patagornis marshi","species","53566","Middle Miocene","","15.97","11.608","29788","Chordata","Aves","Gruiformes","Phorusrhacidae","Patagornis","","","-70.000000","-50.000000","AR","Santa Cruz","","estimated from map","degrees","","","gp_mid","-68.30","-49.33","291","Santa Cruz","","","","","","","","","","","","terrestrial indet.","",""
"810659","occ","","","66154","Psilopterus lemoinei","species","146060","Early Miocene","","23.03","15.97","29788","Chordata","Aves","Gruiformes","Psilopteridae","Psilopterus","","","-68.916664","-50.233334","AR","","","based on nearby landmark","seconds","outcrop","SPECIFIC LOCATION: Monte Leon, near Puerto Entrada, Santa Cruz Province, Argentina. LAT/LONG: estimated based on Monte Leon.","gp_mid","-65.97","-49.64","291","Monte Leon","","","group of beds","","","","","","","","STRATIGRAPHIC RELATIONS: From Monte Leon Fm, which is unconformably overlain by the Santa Cruz Fm (Late Miocene) and unconformably overlies the San Julian Fm (Early Oligocene). AGE: Stated in text to be Oligocene in age. Recent chronostratigraphic revision by Del Rio (2004) places the Monte Leon Fm in the Early Miocene. STRATIGRAPHIC POSITION: Upper levels of the Monte Leon Fm.","marine indet.","","ENVIRONMENT: No environmental data reported in text, assumed to be shelfal, but not shallow water. From transgressive unit."
"810660","occ","","","27313","Psilopterus bachmanni","species","146061","Middle Miocene","","15.97","11.608","29788","Chordata","Aves","Gruiformes","Psilopteridae","Psilopterus","","","-70.000000","-50.000000","AR","Santa Cruz","","estimated from map","degrees","","","gp_mid","-68.30","-49.33","291","Santa Cruz","","","","","","","","","","","","terrestrial indet.","",""
"810661","occ","","","13503","Dryornis pampeanus","species","146063","Montehermosan","","6.8","4","29788","Chordata","Aves","Gruiformes","Phorusrhacidae","Phorusrhacos","","","-61.000000","-38.000000","AR","Buenos Aires","","based on political unit","degrees","local area","Monte Hermoso Cliffs, Partido de Coronel Dorrego, Buenos Aires, Argentina\n","gp_mid","-60.09","-37.82","202","Monte Hermoso","","","member","","","","","","","","Marine cliffs","terrestrial indet.","",""
"810662","occ","","","27313","Phorusrhacos longissimus","species","53570","Middle Miocene","","15.97","11.608","29788","Chordata","Aves","Gruiformes","Phorusrhacidae","Phorusrhacos","","","-70.000000","-50.000000","AR","Santa Cruz","","estimated from map","degrees","","","gp_mid","-68.30","-49.33","291","Santa Cruz","","","","","","","","","","","","terrestrial indet.","",""
"810663","occ","","","27313","Phorusrhacos longissimus","species","53570","Middle Miocene","","15.97","11.608","29788","Chordata","Aves","Gruiformes","Phorusrhacidae","Phorusrhacos","","","-70.000000","-50.000000","AR","Santa Cruz","","estimated from map","degrees","","","gp_mid","-68.30","-49.33","291","Santa Cruz","","","","","","","","","","","","terrestrial indet.","",""
"810664","occ","","","27313","Phorusrhacos longissimus","species","53570","Middle Miocene","","15.97","11.608","29788","Chordata","Aves","Gruiformes","Phorusrhacidae","Phorusrhacos","","","-70.000000","-50.000000","AR","Santa Cruz","","estimated from map","degrees","","","gp_mid","-68.30","-49.33","291","Santa Cruz","","","","","","","","","","","","terrestrial indet.","",""
"810665","occ","","","27313","Phorusrhacos longissimus","species","53570","Middle Miocene","","15.97","11.608","29788","Chordata","Aves","Gruiformes","Phorusrhacidae","Phorusrhacos","","","-70.000000","-50.000000","AR","Santa Cruz","","estimated from map","degrees","","","gp_mid","-68.30","-49.33","291","Santa Cruz","","","","","","","","","","","","terrestrial indet.","",""
"810666","occ","","","27313","Phorusrhacos longissimus","species","53570","Middle Miocene","","15.97","11.608","29788","Chordata","Aves","Gruiformes","Phorusrhacidae","Phorusrhacos","","","-70.000000","-50.000000","AR","Santa Cruz","","estimated from map","degrees","","","gp_mid","-68.30","-49.33","291","Santa Cruz","","","","","","","","","","","","terrestrial indet.","",""
"810667","occ","","","71303","Lagopterus minutus","species","146066","Lujanian","","0.781","0.012","29788","Chordata","Aves","Falconiformes","Falconidae","Lagopterus","","","-57.125000","-34.066666","AR","Buenos Aires","","","minutes","","Pampean Region","gp_mid","-57.13","-34.07","202","Lujan","","Guerrero","","","","","","","","","other age:Late Pleistocene","terrestrial indet.","",""
"810668","occ","","","13503","Foetopterus ambiguus","species","146068","Montehermosan","","6.8","4","29788","Chordata","Aves","Falconiformes","Falconidae","Foetopterus","","","-61.000000","-38.000000","AR","Buenos Aires","","based on political unit","degrees","local area","Monte Hermoso Cliffs, Partido de Coronel Dorrego, Buenos Aires, Argentina\n","gp_mid","-60.09","-37.82","202","Monte Hermoso","","","member","","","","","","","","Marine cliffs","terrestrial indet.","",""
"810670","occ","","","27313","Psilopterus bachmanni","species","146061","Middle Miocene","","15.97","11.608","29788","Chordata","Aves","Gruiformes","Psilopteridae","Psilopterus","","","-70.000000","-50.000000","AR","Santa Cruz","","estimated from map","degrees","","","gp_mid","-68.30","-49.33","291","Santa Cruz","","","","","","","","","","","","terrestrial indet.","",""
"810671","occ","","","27313","Psilopterus lemoinei","species","146060","Middle Miocene","","15.97","11.608","29788","Chordata","Aves","Gruiformes","Psilopteridae","Psilopterus","","","-70.000000","-50.000000","AR","Santa Cruz","","estimated from map","degrees","","","gp_mid","-68.30","-49.33","291","Santa Cruz","","","","","","","","","","","","terrestrial indet.","",""
"810672","occ","","","27313","Psilopterus bachmanni","species","146061","Middle Miocene","","15.97","11.608","29788","Chordata","Aves","Gruiformes","Psilopteridae","Psilopterus","","","-70.000000","-50.000000","AR","Santa Cruz","","estimated from map","degrees","","","gp_mid","-68.30","-49.33","291","Santa Cruz","","","","","","","","","","","","terrestrial indet.","",""
"811462","occ","","","89030","Falconidae","family","39317","Early Miocene","","23.03","15.97","29860","Chordata","Aves","Falconiformes","Falconidae","","","","-69.281944","-39.265278","AR","Neuquén","","stated in text","seconds","","","gp_mid","-65.43","-38.68","291","Cerro Bandera","","","","","","","","","","","","terrestrial indet.","",""
"811688","occ","","","89093","Psilopteridae","family","134480","Early Miocene","","23.03","15.97","29898","Chordata","Aves","Gruiformes","Psilopteridae","","","","-67.750000","-39.133331","AR","Río Negro","El Cuy","estimated from map","minutes","local area","","gp_mid","-63.90","-38.61","291","Chichinales","","","","","","","","","","","","terrestrial indet.","",""
"823312","occ","","","90684","Puffinus lherminieri","species","83375","Holocene","","0.0117","0","30514","Chordata","Aves","Procellariiformes","Procellariidae","Puffinus","","","64.716698","32.319199","BM","","","","4","","","gp_mid","64.72","32.32","506","","","","","","","","","","","","","cave","","Cave."
"823313","occ","","","90684","Pterodroma cahow","species","129861","Holocene","","0.0117","0","30514","Chordata","Aves","Procellariiformes","Procellariidae","Pterodroma","","","64.716698","32.319199","BM","","","","4","","","gp_mid","64.72","32.32","506","","","","","","","","","","","","","cave","","Cave."
"837019","occ","","","92812","Tyto","genus","39409","Late Pleistocene","","0.126","0.0117","31330","Chordata","Aves","Strigiformes","Tytonidae","Tyto","","","-83.466667","22.666668","CU","Pinar del Rio","","stated in text","minutes","small collection","""Cueva El Abrón, western tip of Sierra de La Güira... Municipality of Los Palacios... a half-moon shape cavity no longer than 21 m with a very high ceiling, where clastic material (roof fall) is abundant on the surface""","gp_mid","-83.47","22.67","206","","","","bed","","","","","","","","""late Pleistocene. Radiometric date (14C) from a sample of long bones of... Tyto noeli Arredondo, directly in association with the type material [of Phyllops silvai]... gave an age of 17,406 +/- 161 rcybp. Calibration (95% confidence interval) of the same sample gave ages from 20,050 to 21,747 ybp...The excavated site is more than 2 m in depth, with eight layers... Fossils of Phyllops silvai [and associated taxa] were recovered at layer VII (1.00 to 1.60 m depth...)""","cave","",""
"851044","occ","","","94615","Zenaida","genus","161741","Holocene","","0.0117","0","32225","Chordata","Aves","Columbiformes","Columbidae","Zenaida","","","-61.783333","17.150000","AG","","","estimated from map","minutes","small collection","""The fissure was in an active working face of the quarry and was presumably but a remnant of a larger cave or crevice that has been quarried away""","gp_mid","-61.78","17.15","234","","","","group of beds","","","","","","","","""Five stratigraphically concordant radiocarbon ages range from 2560 +/- 70 yr B.P. in upper vertical unit to 4300 +/- 150 yr B.P. in the lower vertical unit""","fissure fill","","""limestone fissure filling"""
"851045","occ","","","94615","Columbina","genus","289995","Holocene","","0.0117","0","32225","Chordata","Aves","Columbiformes","Columbidae","Columbina","","","-61.783333","17.150000","AG","","","estimated from map","minutes","small collection","""The fissure was in an active working face of the quarry and was presumably but a remnant of a larger cave or crevice that has been quarried away""","gp_mid","-61.78","17.15","234","","","","group of beds","","","","","","","","""Five stratigraphically concordant radiocarbon ages range from 2560 +/- 70 yr B.P. in upper vertical unit to 4300 +/- 150 yr B.P. in the lower vertical unit""","fissure fill","","""limestone fissure filling"""
"851058","occ","","","94615","Puffinus","genus","39702","Holocene","","0.0117","0","32225","Chordata","Aves","Procellariiformes","Procellariidae","Puffinus","","","-61.783333","17.150000","AG","","","estimated from map","minutes","small collection","""The fissure was in an active working face of the quarry and was presumably but a remnant of a larger cave or crevice that has been quarried away""","gp_mid","-61.78","17.15","234","","","","group of beds","","","","","","","","""Five stratigraphically concordant radiocarbon ages range from 2560 +/- 70 yr B.P. in upper vertical unit to 4300 +/- 150 yr B.P. in the lower vertical unit""","fissure fill","","""limestone fissure filling"""
"851059","occ","","","94615","Porzana","genus","94495","Holocene","","0.0117","0","32225","Chordata","Aves","Ralliformes","Rallidae","Porzana","","","-61.783333","17.150000","AG","","","estimated from map","minutes","small collection","""The fissure was in an active working face of the quarry and was presumably but a remnant of a larger cave or crevice that has been quarried away""","gp_mid","-61.78","17.15","234","","","","group of beds","","","","","","","","""Five stratigraphically concordant radiocarbon ages range from 2560 +/- 70 yr B.P. in upper vertical unit to 4300 +/- 150 yr B.P. in the lower vertical unit""","fissure fill","","""limestone fissure filling"""
"851060","occ","","","94615","Athene","genus","94499","Holocene","","0.0117","0","32225","Chordata","Aves","Strigiformes","Strigidae","Athene","","","-61.783333","17.150000","AG","","","estimated from map","minutes","small collection","""The fissure was in an active working face of the quarry and was presumably but a remnant of a larger cave or crevice that has been quarried away""","gp_mid","-61.78","17.15","234","","","","group of beds","","","","","","","","""Five stratigraphically concordant radiocarbon ages range from 2560 +/- 70 yr B.P. in upper vertical unit to 4300 +/- 150 yr B.P. in the lower vertical unit""","fissure fill","","""limestone fissure filling"""
"851067","occ","","","94616","Puffinus","genus","39702","Holocene","","0.0117","0","32225","Chordata","Aves","Procellariiformes","Procellariidae","Puffinus","","","-61.750000","17.016666","AG","","","estimated from map","minutes","small collection","","gp_mid","-61.75","17.02","234","","","","group of beds","","","","","","","","""ranging in age from 1915 +/- 80 yr B.P. to 845 +/- 80 yr B.P.""","terrestrial indet.","",""
"851068","occ","","","94616","Porphyrula","genus","83793","Holocene","","0.0117","0","32225","Chordata","Aves","Ralliformes","Rallidae","Porphyrula","","","-61.750000","17.016666","AG","","","estimated from map","minutes","small collection","","gp_mid","-61.75","17.02","234","","","","group of beds","","","","","","","","""ranging in age from 1915 +/- 80 yr B.P. to 845 +/- 80 yr B.P.""","terrestrial indet.","",""
"858933","occ","","","95373","Sulidae","family","39676","Middle Miocene","","15.97","11.608","32455","Chordata","Aves","Pelecaniformes","Sulidae","","","","-75.900002","-14.333000","PE","","","stated in text","3","local area","","gp_mid","-72.51","-13.51","201","Pisco","","","formation","","","","","","","","lower","marine indet.","",""
"880311","occ","","","97648","Puffinus","genus","39702","Late Pliocene","","3.6","2.588","33341","Chordata","Aves","Procellariiformes","Procellariidae","Puffinus","","","-81.250000","-4.323333","PE","","","based on nearby landmark","seconds","local area","LOCATION: Bahia Taime, N. of Lobitos, northwestern Peru. COORDINATES: Estimated based on Rio Taime, Peru.","gp_mid","-80.47","-4.06","201","Taime","","Carrizo","member","","","","","","","","LITHOSTRATIGRAPHY: From the Carrizo Mbr of the Taime Fm, which unconformably overlies paleogene bedrock, and is unconformably overlain by the Mancora Tablazo. AGE: Pliocene, on the basis of macrofossil biostratigraphy. STRATIGRAPHIC RELATIONS: Unclear from what part of the member the collection is derived, so collection should be considered a composite list for the member.","coastal indet.","","ENVIRONMENT: Beaches, with sorting shallow subtidal settings."
"897341","occ","","","99479","Ardeidae","family","39541","Middle Eocene","Late Eocene","48.6","33.9","34241","Chordata","Aves","Ardeiformes","Ardeidae","","","","-72.371391","-51.590279","CL","","","stated in text","seconds","","20 km NE of Puero Natales","gp_mid","-65.59","-52.00","291","Rio Turbio","","","formation","","","","","","","","correlative with the La Meseta Formation of Antarctica","marine indet.","",""
"899309","occ","","","100171","Thalassarche","genus","143740","Middle Miocene","","15.97","11.608","34369","Chordata","Aves","Procellariiformes","Diomedeidae","Thalassarche","","","-70.867500","-27.165556","CL","","","estimated from map","seconds","","","gp_mid","-67.95","-26.49","291","Bahia Inglesa","","","group of beds","","","","","","","","","coastal indet.","",""
"899317","occ","","","100174","Phalacrocorax","genus","39689","Late Pliocene","","3.6","2.588","34371","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","6","specimens","-70.534447","-23.357500","CL","","","stated in text","seconds","","Peninsula de Mejillones","gp_mid","-69.89","-23.17","201","Caleta Herradura de Mejillones","","upper","","","","","","","","","upper beds","offshore","","oceanic and neritic, sporadic upwelling, occurred during major transgressive event"
"899318","occ","","","100174","Milvago","genus","289541","Late Pliocene","","3.6","2.588","34371","Chordata","Aves","Falconiformes","Falconidae","Milvago","1","specimens","-70.534447","-23.357500","CL","","","stated in text","seconds","","Peninsula de Mejillones","gp_mid","-69.89","-23.17","201","Caleta Herradura de Mejillones","","upper","","","","","","","","","upper beds","offshore","","oceanic and neritic, sporadic upwelling, occurred during major transgressive event"
"899332","occ","","","100178","Diomedeidae","family","39692","Miocene","Pliocene","23.03","2.588","34372","Chordata","Aves","Procellariiformes","Diomedeidae","","1","specimens","-71.487778","-29.068611","CL","Huasco","","estimated from map","seconds","","","gp_mid","-68.92","-28.37","291","Coquimbo","","","","","","","","","","","","coastal indet.","",""
"978557","occ","","","96800","Sula","genus","36639","Tortonian","","11.62","7.246","37592","Chordata","Aves","Pelecaniformes","Sulidae","Sula","","","-75.906944","-14.336944","PE","","","stated in text","seconds","local area","coordinates from Bianucci et al 2010","gp_mid","-73.66","-13.74","201","Pisco","","","formation","","","","","","","","lowest beds of Pisco Formation\r\nTortonian age based on Lambert et al. 2016 (60319)","coastal indet.","",""
